location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
8000,APARTMENT,APARTMENT,465000,2,127,1,0,0,1,31,0,,,2,0,AS_NEW
9700,APARTMENT,APARTMENT,185000,1,74,1,0,0,1,3,1,,,2,0,AS_NEW
2845,APARTMENT,APARTMENT,339000,2,92,1,0,0,1,27,1,44,,,0,
8480,APARTMENT,APARTMENT,229000,2,73,1,0,0,1,7,0,,,2,0,GOOD
6044,HOUSE,HOUSE,189900,3,243,0,0,0,1,15,1,304,389,3,0,
4860,HOUSE,HOUSE,129000,3,75,1,0,0,1,12,1,45,0,2,0,TO_BE_DONE_UP
4431,HOUSE,HOUSE,285000,3,161,1,0,0,1,20194,1,190,275,2,0,GOOD
3500,APARTMENT,APARTMENT,198000,1,44,0,0,0,1,14,0,,,,0,
8000,HOUSE,HOUSE,895000,8,550,0,0,0,0,,1,,270,,0,
1040,APARTMENT,APARTMENT,750000,2,123,1,0,0,1,16,0,,,2,0,JUST_RENOVATED
5660,HOUSE,HOUSE,240000,5,240,1,0,1,1,100,0,,2280,3,0,
1800,HOUSE,TOWN_HOUSE,495000,3,183,1,0,1,1,25,1,170,230,2,0,
1700,HOUSE,HOUSE,389000,3,,1,0,0,1,,0,,431,3,0,TO_BE_DONE_UP
8800,HOUSE,HOUSE,204000,3,140,1,0,0,0,,0,,489,,0,
9991,HOUSE,MIXED_USE_BUILDING,500000,0,,1,0,0,0,,1,,1280,,0,GOOD
9300,APARTMENT,APARTMENT,170000,2,107,0,0,0,1,,0,,,,0,GOOD
9700,HOUSE,HOUSE,399000,4,168,1,0,0,1,,1,,826,4,0,AS_NEW
1060,APARTMENT,APARTMENT,695000,3,192,1,0,0,1,20,0,,,2,0,
4317,APARTMENT,APARTMENT,195000,3,215,1,0,0,1,22,0,,,,0,GOOD
1150,APARTMENT,FLAT_STUDIO,229000,0,50,1,0,0,1,6,0,,,2,0,AS_NEW
7390,APARTMENT,APARTMENT,160000,2,,1,0,0,1,40,0,,,2,0,GOOD
8470,HOUSE,HOUSE,259000,1,150,1,0,0,0,,0,,191,,0,
9300,APARTMENT,APARTMENT,372000,3,120,1,0,0,0,,0,,,,0,AS_NEW
9680,HOUSE,HOUSE,260000,3,,0,0,0,1,,0,,150,2,0,AS_NEW
1083,HOUSE,HOUSE,460000,2,190,1,0,0,1,15,1,30,125,4,0,AS_NEW
8000,APARTMENT,APARTMENT,1741741,15,400,0,0,0,1,15,0,,,3,0,
9220,APARTMENT,APARTMENT,224000,2,88,1,0,0,1,9,0,,,2,0,
8300,APARTMENT,APARTMENT,895000,3,93,1,0,0,0,,0,,,,0,AS_NEW
6200,HOUSE,VILLA,300000,5,260,1,0,0,1,,0,,803,,0,GOOD
1700,APARTMENT,TRIPLEX,310000,3,137,0,0,0,1,6,0,,,3,0,GOOD
1160,HOUSE,HOUSE,325000,3,180,0,0,0,0,,1,50,116,2,0,TO_RENOVATE
1200,HOUSE,MANSION,2495000,6,460,1,0,0,1,48,0,,561,2,0,AS_NEW
8500,HOUSE,HOUSE,252000,3,,0,0,0,1,,0,,85,,0,AS_NEW
1020,APARTMENT,APARTMENT,225000,2,89,1,0,0,1,7,0,,,,0,AS_NEW
4000,APARTMENT,DUPLEX,295000,2,170,1,0,0,1,15,0,,,3,0,AS_NEW
9500,HOUSE,APARTMENT_BLOCK,450000,5,,1,0,0,0,,0,,240,2,0,TO_BE_DONE_UP
1060,HOUSE,MIXED_USE_BUILDING,2500000,4,325,1,0,0,0,,0,,0,2,0,AS_NEW
8380,APARTMENT,APARTMENT,220000,1,65,1,0,0,0,,0,,,,0,
1140,APARTMENT,APARTMENT,315000,2,96,1,0,0,1,4,0,,,2,0,AS_NEW
1000,APARTMENT,APARTMENT,695000,3,190,1,0,0,1,20,0,,,2,0,AS_NEW
3000,APARTMENT,APARTMENT,335000,1,98,0,0,0,1,67,0,,,,0,AS_NEW
3500,APARTMENT,APARTMENT,379000,2,135,1,0,0,1,15,0,,,,0,AS_NEW
1420,HOUSE,HOUSE,415000,3,145,1,0,0,1,28,1,,210,,0,AS_NEW
9700,HOUSE,HOUSE,349000,3,329,1,0,0,0,,1,,1150,4,0,
1020,APARTMENT,APARTMENT,265000,2,90,1,0,1,0,,0,,,2,0,AS_NEW
4000,APARTMENT,APARTMENT,247500,2,118,1,0,0,1,43,0,,,4,0,
9950,HOUSE,VILLA,450000,5,,1,0,1,0,,1,,599,,0,AS_NEW
3190,HOUSE,HOUSE,130000,2,,0,0,0,0,,0,,175,2,0,TO_RENOVATE
8300,APARTMENT,APARTMENT,475000,2,71,0,0,0,1,7,0,,,,0,GOOD
1570,HOUSE,HOUSE,495000,4,350,0,0,0,1,,0,,805,,0,AS_NEW
8760,HOUSE,HOUSE,160000,6,,0,0,0,0,,1,,233,,0,TO_RENOVATE
3520,HOUSE,HOUSE,319636,3,203,0,0,0,0,,0,,405,3,0,AS_NEW
4317,HOUSE,COUNTRY_COTTAGE,105000,1,,0,0,0,0,,1,216,460,3,0,TO_RENOVATE
8820,APARTMENT,APARTMENT,132000,2,80,1,0,0,0,,0,,,2,0,GOOD
2140,APARTMENT,PENTHOUSE,535000,3,140,1,0,0,1,84,0,,,2,0,AS_NEW
1300,APARTMENT,DUPLEX,295000,3,118,1,0,0,1,4,0,,,3,0,GOOD
8300,HOUSE,HOUSE,695000,3,,0,0,0,1,,1,,695,,0,
8300,HOUSE,HOUSE,1149000,4,216,1,0,0,1,,1,,780,,1,JUST_RENOVATED
8610,APARTMENT,APARTMENT,241710,2,,0,0,0,1,5,0,,,,0,
2170,HOUSE,HOUSE,355000,3,205,1,0,1,1,9,1,120,195,2,0,GOOD
9340,HOUSE,HOUSE,660000,4,300,1,0,0,1,30,1,12,0,2,0,AS_NEW
1000,APARTMENT,FLAT_STUDIO,220000,1,38,1,1,0,0,,0,,,2,0,GOOD
2000,APARTMENT,APARTMENT,299000,2,90,1,0,0,1,,0,,,2,0,AS_NEW
1120,HOUSE,HOUSE,375000,4,153,1,0,0,1,20,1,105,177,2,0,GOOD
8870,HOUSE,HOUSE,200000,3,,0,0,0,0,,0,,11166,4,0,TO_RENOVATE
1410,HOUSE,VILLA,749500,5,254,1,0,0,1,42,1,1000,1494,4,0,GOOD
1428,HOUSE,HOUSE,350000,3,229,1,0,0,1,,1,,320,,0,GOOD
1730,HOUSE,HOUSE,385000,4,253,0,0,0,1,,0,,1060,3,0,TO_BE_DONE_UP
6724,HOUSE,HOUSE,149000,3,108,1,0,0,0,,0,,0,2,0,GOOD
2610,APARTMENT,APARTMENT,199000,1,50,1,0,0,0,,0,,,2,0,AS_NEW
1080,APARTMENT,DUPLEX,220000,4,160,1,0,0,1,15,0,,,2,0,GOOD
8400,APARTMENT,APARTMENT,230000,1,61,0,0,0,0,,0,,,2,0,AS_NEW
9000,HOUSE,HOUSE,375000,2,162,1,0,0,0,,0,,120,2,0,GOOD
8400,APARTMENT,APARTMENT,245000,2,55,1,0,0,1,,0,,,,0,AS_NEW
2000,HOUSE,HOUSE,133000,1,17,1,0,0,0,,0,,0,,0,GOOD
9600,APARTMENT,APARTMENT,210000,2,102,1,0,0,1,13,0,,,2,0,GOOD
1970,APARTMENT,GROUND_FLOOR,349000,2,93,1,0,0,1,42,1,106,,,0,AS_NEW
6044,HOUSE,HOUSE,194900,3,243,0,0,0,1,15,1,329,414,4,0,
8300,APARTMENT,APARTMENT,990000,2,62,0,0,0,0,,0,,,,0,AS_NEW
1180,APARTMENT,APARTMENT,165000,1,41,0,0,0,1,,0,,,2,0,AS_NEW
2610,HOUSE,VILLA,950000,3,210,1,0,0,1,,0,,441,4,0,AS_NEW
1180,HOUSE,VILLA,1200000,5,400,1,0,0,1,54,0,,2500,4,0,TO_RENOVATE
9320,HOUSE,HOUSE,299000,2,140,1,0,0,0,,1,272,311,,0,
9000,HOUSE,EXCEPTIONAL_PROPERTY,625000,8,240,1,0,0,0,,1,25,81,2,0,GOOD
3020,APARTMENT,APARTMENT,370000,3,130,1,0,0,1,18,0,,,2,0,GOOD
3000,HOUSE,HOUSE,289000,2,62,1,0,0,0,,1,7,55,2,0,TO_RENOVATE
8300,APARTMENT,APARTMENT,479000,2,65,1,1,0,0,,0,,,2,0,AS_NEW
4317,HOUSE,HOUSE,235000,3,202,1,0,0,1,,0,,219,3,0,GOOD
9340,HOUSE,VILLA,1060000,4,522,1,0,0,1,,0,,10895,4,0,GOOD
2600,APARTMENT,APARTMENT,95000,2,88,0,0,0,1,,0,,,2,0,
9550,HOUSE,HOUSE,238630,2,115,1,0,0,0,,0,,102,2,0,
8300,APARTMENT,APARTMENT,695000,2,105,0,0,0,0,,0,,,,0,AS_NEW
8300,APARTMENT,PENTHOUSE,2300000,4,278,1,0,0,1,10,0,,,2,0,AS_NEW
1050,APARTMENT,APARTMENT,750000,3,204,1,0,0,1,25,0,,,3,0,GOOD
8000,APARTMENT,APARTMENT,348000,2,,0,0,0,1,,0,,,,0,
4000,HOUSE,MIXED_USE_BUILDING,495000,2,232,1,0,0,0,,0,,0,3,0,GOOD
3000,APARTMENT,PENTHOUSE,780000,3,161,0,0,0,1,32,0,,,,0,AS_NEW
8830,HOUSE,HOUSE,246125,2,165,1,0,0,1,10,0,,165,2,0,
7500,HOUSE,HOUSE,515000,3,350,1,0,0,1,,0,,360,2,0,AS_NEW
3040,HOUSE,VILLA,329000,3,120,1,0,0,0,,1,,965,4,0,TO_RENOVATE
9450,APARTMENT,DUPLEX,229000,3,114,1,0,0,1,,0,,,3,0,AS_NEW
1640,HOUSE,HOUSE,495000,3,145,1,0,0,1,,0,,155,3,0,
2000,APARTMENT,APARTMENT,1350000,3,185,1,0,0,1,,0,,,2,0,AS_NEW
8501,HOUSE,HOUSE,265000,3,,0,0,0,0,,0,,455,,0,GOOD
6031,HOUSE,HOUSE,170000,5,268,1,0,0,0,,0,,520,3,0,GOOD
1000,APARTMENT,APARTMENT,395000,2,84,1,0,0,0,,0,,,2,0,AS_NEW
2610,APARTMENT,APARTMENT,230000,3,,1,1,0,1,,0,,,2,0,GOOD
6120,HOUSE,HOUSE,115000,3,,0,0,0,0,,1,,0,3,0,TO_RENOVATE
7022,HOUSE,MIXED_USE_BUILDING,220000,7,282,0,0,0,1,16,1,250,530,4,0,TO_RENOVATE
9230,HOUSE,VILLA,495000,4,300,1,0,1,1,15,1,887,1037,4,0,GOOD
1850,APARTMENT,APARTMENT,392500,2,120,0,0,0,0,,0,,,3,0,
8520,APARTMENT,APARTMENT,175000,2,91,1,0,0,0,,1,22,,2,0,GOOD
4140,HOUSE,HOUSE,265000,4,153,1,0,0,1,,0,,585,3,0,TO_BE_DONE_UP
1341,HOUSE,HOUSE,750000,4,200,1,0,0,1,40,1,,3200,4,1,GOOD
9000,APARTMENT,PENTHOUSE,825000,3,211,0,0,0,1,,0,,,,0,JUST_RENOVATED
7850,HOUSE,COUNTRY_COTTAGE,465000,4,294,1,0,0,1,50,0,,1540,4,0,
2560,APARTMENT,APARTMENT,209725,1,76,1,0,0,1,12,0,,,4,0,
8300,APARTMENT,DUPLEX,379000,2,75,0,0,0,1,,0,,,,0,AS_NEW
1080,APARTMENT,PENTHOUSE,175000,1,84,1,0,0,1,,0,,,,0,GOOD
3500,APARTMENT,LOFT,479000,1,180,1,0,0,1,,0,,,,0,
4780,HOUSE,APARTMENT_BLOCK,200000,5,,0,0,0,0,,0,,911,4,0,
4460,APARTMENT,APARTMENT,195000,3,195,0,0,0,1,,1,80000,,,0,TO_RESTORE
4431,APARTMENT,APARTMENT,369500,3,160,1,0,0,1,9,0,,,4,0,AS_NEW
2018,APARTMENT,APARTMENT,389000,3,112,1,0,0,0,,0,,,,0,AS_NEW
7332,HOUSE,HOUSE,330000,5,300,1,0,0,0,,0,,1700,3,0,
7040,HOUSE,EXCEPTIONAL_PROPERTY,325000,4,380,1,0,0,1,40,1,560,863,3,1,GOOD
1030,HOUSE,MANSION,995000,6,350,1,0,0,1,6,1,20,0,,0,TO_BE_DONE_UP
2830,HOUSE,HOUSE,265000,3,155,1,0,0,0,,0,,159,,0,
3500,HOUSE,HOUSE,459000,3,150,1,0,0,1,,0,,100,,0,JUST_RENOVATED
7900,HOUSE,HOUSE,200708,3,,1,0,0,0,,0,,210,2,0,
1320,HOUSE,HOUSE,499900,4,200,1,0,0,0,,0,,1492,4,0,AS_NEW
8840,HOUSE,MANSION,285000,3,130,0,0,0,0,,0,,519,,0,
8300,APARTMENT,APARTMENT,895000,3,93,1,0,0,1,8,0,,,2,0,GOOD
9900,HOUSE,VILLA,695000,5,625,0,0,0,0,,0,,4143,,0,TO_BE_DONE_UP
2610,HOUSE,TOWN_HOUSE,140000,2,,0,0,0,1,,0,,190,2,0,
3360,HOUSE,HOUSE,295000,3,,1,0,0,1,,0,,539,3,0,
9000,APARTMENT,APARTMENT,160000,2,,0,0,0,0,,0,,,,0,
1000,HOUSE,HOUSE,399000,3,180,1,0,0,1,36,1,36,75,2,0,TO_RENOVATE
8850,HOUSE,HOUSE,265000,3,,0,0,0,0,,1,,0,,0,AS_NEW
9900,HOUSE,MIXED_USE_BUILDING,1200000,4,242,1,0,0,0,,0,,498,,0,AS_NEW
8610,APARTMENT,APARTMENT,300500,3,,0,0,0,1,19,0,,,,0,
1800,HOUSE,MIXED_USE_BUILDING,375000,4,262,1,0,0,1,30,1,110,250,2,0,GOOD
1050,APARTMENT,APARTMENT,575000,2,109,1,0,0,1,13,0,,,3,0,AS_NEW
2500,APARTMENT,APARTMENT,295000,2,90,1,0,0,1,,1,,,,0,
9220,APARTMENT,APARTMENT,224000,2,87,1,0,0,1,9,0,,,2,0,
3000,APARTMENT,FLAT_STUDIO,229000,0,40,0,0,0,1,,0,,,,0,JUST_RENOVATED
9870,HOUSE,HOUSE,309000,3,273,1,0,0,0,,1,250,1444,,0,GOOD
1083,HOUSE,HOUSE,460000,2,190,1,0,0,1,15,1,31,125,4,0,AS_NEW
1861,HOUSE,HOUSE,415000,4,270,1,0,0,0,,0,,382,2,0,TO_RENOVATE
2610,APARTMENT,APARTMENT,249000,1,65,1,0,0,1,1,0,,,2,0,AS_NEW
9280,APARTMENT,APARTMENT,235000,2,,0,0,0,0,,0,,,,0,
1380,HOUSE,EXCEPTIONAL_PROPERTY,800000,8,460,1,0,0,1,,0,,8500,2,0,
8000,APARTMENT,APARTMENT,185000,2,95,1,0,0,0,,0,,,,0,TO_BE_DONE_UP
1420,APARTMENT,APARTMENT,487425,3,197,1,0,0,1,28,0,,,,0,AS_NEW
7830,HOUSE,HOUSE,355000,3,140,1,0,0,1,,1,,2944,4,0,GOOD
1970,APARTMENT,SERVICE_FLAT,255000,1,67,1,0,0,1,6,0,,,,0,AS_NEW
1495,HOUSE,VILLA,350000,3,140,0,0,0,1,,1,2400,2400,4,0,TO_RENOVATE
1050,APARTMENT,APARTMENT,360000,2,98,1,0,0,1,6,0,,,2,0,GOOD
1780,APARTMENT,APARTMENT,249000,2,100,1,0,0,1,2,0,,,3,0,
3582,HOUSE,HOUSE,350000,2,144,1,0,0,0,,0,,1150,4,0,
1701,APARTMENT,TRIPLEX,310000,3,137,0,0,0,1,6,0,,,3,0,GOOD
1050,APARTMENT,APARTMENT,695000,3,190,1,0,0,1,20,0,,,2,0,AS_NEW
8570,HOUSE,HOUSE,388000,3,178,0,0,0,1,20,1,,518,3,0,
2020,APARTMENT,APARTMENT,265000,2,107,1,0,0,1,5,0,,,2,0,TO_BE_DONE_UP
8500,APARTMENT,APARTMENT,299000,2,98,1,0,0,1,16,0,,,2,0,
9150,HOUSE,HOUSE,685000,5,418,1,0,0,0,,1,,453,,0,AS_NEW
6840,HOUSE,MIXED_USE_BUILDING,300000,0,1000,0,0,0,0,,0,,0,2,0,TO_RESTORE
9900,APARTMENT,PENTHOUSE,263000,2,101,0,0,0,1,35,0,,,,0,
7000,HOUSE,MIXED_USE_BUILDING,235000,8,150,1,0,0,0,,0,,475,4,0,GOOD
3110,HOUSE,EXCEPTIONAL_PROPERTY,779000,4,415,1,0,0,1,,0,,2400,4,0,AS_NEW
4100,HOUSE,HOUSE,159000,2,143,1,0,0,1,21,0,,166,3,0,TO_BE_DONE_UP
3700,APARTMENT,APARTMENT,995000,2,300,1,0,0,1,20,0,,,4,0,AS_NEW
8400,APARTMENT,APARTMENT,245000,2,55,1,0,0,1,,0,,,,0,AS_NEW
8370,APARTMENT,APARTMENT,349000,2,100,1,0,0,0,,0,,,2,0,GOOD
5580,HOUSE,HOUSE,135000,5,143,1,0,0,0,,1,130,130,2,0,GOOD
1070,APARTMENT,APARTMENT,349000,2,111,1,0,0,0,,0,,,2,0,AS_NEW
4000,APARTMENT,APARTMENT,295000,2,170,1,0,0,1,15,0,,,3,0,AS_NEW
3590,APARTMENT,APARTMENT,249000,2,107,1,0,0,1,8,0,,,,0,AS_NEW
1180,HOUSE,HOUSE,1190000,5,280,1,0,0,1,,1,,1580,4,0,GOOD
4340,HOUSE,TOWN_HOUSE,389000,5,210,1,0,0,1,36,1,600,650,3,0,AS_NEW
8000,APARTMENT,KOT,96000,1,17,0,1,0,0,,0,,,2,0,GOOD
1140,HOUSE,HOUSE,290000,2,113,1,0,0,1,10,1,10,69,2,0,TO_BE_DONE_UP
9000,HOUSE,HOUSE,625000,4,247,1,0,0,0,,0,,84,3,0,GOOD
8200,APARTMENT,APARTMENT,265000,2,140,0,0,0,0,,0,,,,0,TO_BE_DONE_UP
1040,HOUSE,APARTMENT_BLOCK,1100000,6,420,1,0,0,1,4,1,50,200,2,0,GOOD
1325,HOUSE,VILLA,975000,4,215,1,0,0,1,100,1,1190,1190,4,0,AS_NEW
7750,HOUSE,VILLA,495000,3,315,1,0,0,1,,0,,1586,4,0,GOOD
9300,APARTMENT,APARTMENT,374000,3,140,0,0,0,1,,0,,,,0,
2060,APARTMENT,PENTHOUSE,750000,4,175,1,0,0,1,,0,,,,0,AS_NEW
6044,HOUSE,HOUSE,199900,3,243,0,0,0,1,15,1,475,560,3,0,
9550,HOUSE,HOUSE,243349,2,114,1,0,0,0,,0,,120,2,0,
2018,APARTMENT,PENTHOUSE,700000,4,175,1,0,0,1,57,0,,,,0,AS_NEW
1560,HOUSE,HOUSE,1288000,4,390,1,0,0,1,25,1,1800,2500,4,0,GOOD
2600,HOUSE,HOUSE,249000,5,,1,0,0,1,,0,,125,,0,
8300,APARTMENT,APARTMENT,349000,2,80,1,1,0,0,,0,,,,0,AS_NEW
9200,HOUSE,HOUSE,268000,4,165,0,0,0,0,,0,,92,2,0,AS_NEW
1120,APARTMENT,APARTMENT,248000,2,80,1,0,0,1,8,1,120,,2,0,
8000,HOUSE,HOUSE,525000,2,,0,0,0,0,,0,,0,,0,
9030,HOUSE,BUNGALOW,225000,2,,0,0,0,0,,0,,343,3,0,
3930,HOUSE,HOUSE,120000,2,97,1,0,0,0,,0,,581,,0,
4000,APARTMENT,APARTMENT,240000,2,115,1,0,0,1,,1,150,,2,0,AS_NEW
9000,HOUSE,HOUSE,489000,3,183,1,0,0,1,19,1,101,0,2,0,AS_NEW
9550,APARTMENT,APARTMENT,229000,1,107,1,0,0,1,10,1,,,,0,AS_NEW
1140,APARTMENT,APARTMENT,175000,1,41,1,1,0,0,,0,,,,0,GOOD
2440,APARTMENT,APARTMENT,232000,2,83,1,0,0,1,8,0,,,,0,JUST_RENOVATED
4900,HOUSE,HOUSE,339000,4,260,1,0,0,1,17,0,,17,2,0,TO_BE_DONE_UP
9040,APARTMENT,APARTMENT,389000,3,115,1,0,0,1,11,0,,,,0,AS_NEW
1000,APARTMENT,APARTMENT,395200,2,97,1,0,0,1,7,0,,,,0,AS_NEW
7022,HOUSE,APARTMENT_BLOCK,220000,7,282,0,0,0,1,16,1,250,530,4,0,TO_RENOVATE
8000,HOUSE,HOUSE,495000,4,260,1,0,0,1,,0,,171,2,0,GOOD
4102,APARTMENT,PENTHOUSE,239000,1,73,0,0,0,1,60,0,,,,0,AS_NEW
4000,APARTMENT,APARTMENT,188500,1,62,1,0,0,1,4,0,,,3,0,AS_NEW
4000,APARTMENT,APARTMENT,165000,2,75,0,0,0,1,,0,,,2,0,TO_BE_DONE_UP
1180,APARTMENT,APARTMENT,485000,2,108,1,0,0,1,21,0,,,2,0,AS_NEW
8300,APARTMENT,DUPLEX,850000,3,,0,0,0,1,,0,,,,0,AS_NEW
2260,HOUSE,HOUSE,210000,3,,0,0,0,0,,0,,1220,4,0,
2600,HOUSE,MANSION,940000,8,385,1,0,0,0,,1,1,267,2,0,TO_BE_DONE_UP
6769,HOUSE,HOUSE,50000,3,,0,0,0,0,,0,,720,2,0,TO_RENOVATE
2890,HOUSE,HOUSE,475000,3,205,0,0,0,1,,1,,900,,0,AS_NEW
3520,HOUSE,HOUSE,334620,3,200,0,0,0,0,,0,,502,3,0,AS_NEW
1000,APARTMENT,APARTMENT,515000,2,130,0,0,0,1,15,0,,,4,0,
8770,HOUSE,HOUSE,149000,4,,1,0,0,1,,1,,254,,0,TO_RENOVATE
3621,HOUSE,HOUSE,210000,3,206,0,0,0,0,,0,,2148,,0,
1700,APARTMENT,APARTMENT,293493,3,97,0,0,0,1,9,0,,,,0,
1170,HOUSE,HOUSE,1290000,5,445,0,0,0,1,,0,,463,2,0,TO_RENOVATE
1050,APARTMENT,FLAT_STUDIO,205000,0,44,1,1,0,0,,0,,,2,0,GOOD
3060,APARTMENT,APARTMENT,390000,2,140,1,0,0,1,10,0,,,,0,AS_NEW
1410,HOUSE,VILLA,995000,4,338,1,0,0,1,12,0,,1030,4,0,AS_NEW
1332,HOUSE,APARTMENT_BLOCK,465000,5,360,0,0,0,0,,0,,411,2,0,TO_RENOVATE
1160,APARTMENT,APARTMENT,501500,2,102,1,0,0,1,25,0,,,,0,AS_NEW
3450,HOUSE,HOUSE,269000,4,,0,0,0,0,,1,600,800,,0,
1360,HOUSE,HOUSE,349000,7,263,1,0,0,1,12,0,,651,3,0,GOOD
8310,APARTMENT,APARTMENT,225000,2,87,0,0,0,1,,1,,,2,0,
9900,HOUSE,APARTMENT_BLOCK,695000,10,,1,0,0,0,,1,,410,3,0,GOOD
6980,HOUSE,HOUSE,465000,4,200,1,0,0,0,,1,557,557,4,0,GOOD
1190,APARTMENT,APARTMENT,1295000,3,315,0,0,0,0,,0,,,2,0,AS_NEW
8908,HOUSE,FARMHOUSE,280000,3,,0,0,0,0,,0,,21154,,0,
1090,HOUSE,VILLA,1350000,10,850,1,0,0,1,,1,2000,24000,4,1,TO_RENOVATE
8434,APARTMENT,APARTMENT,185000,1,64,1,0,0,1,9,0,,,,0,AS_NEW
8530,APARTMENT,APARTMENT,230000,2,84,1,0,0,1,7,0,,,,0,
9032,APARTMENT,DUPLEX,269000,1,80,1,0,0,0,,0,,,2,0,AS_NEW
1030,HOUSE,APARTMENT_BLOCK,500000,3,216,1,0,0,1,13,1,20,0,2,0,GOOD
1000,APARTMENT,APARTMENT,3297000,3,305,0,0,0,1,166,0,,,,0,
8870,HOUSE,HOUSE,300000,2,,0,0,0,0,,0,,681,4,0,
8650,APARTMENT,APARTMENT,165000,2,68,1,0,0,0,,0,,,2,0,GOOD
1070,HOUSE,HOUSE,359000,3,110,1,0,0,1,5,0,,0,2,0,GOOD
9420,HOUSE,HOUSE,390000,2,131,1,0,0,0,,0,,210,3,0,TO_BE_DONE_UP
1651,HOUSE,HOUSE,315000,3,245,0,0,0,0,,0,,340,2,0,
5370,HOUSE,EXCEPTIONAL_PROPERTY,425000,6,400,0,0,0,1,60,1,2000,2256,4,1,AS_NEW
1200,APARTMENT,APARTMENT,265000,2,66,0,0,0,1,3,0,,,,0,GOOD
4000,APARTMENT,APARTMENT,295000,3,110,1,0,0,1,3,0,,,2,0,
4540,HOUSE,HOUSE,159500,5,220,0,0,0,1,,1,,359,4,0,TO_RENOVATE
1180,HOUSE,VILLA,1950000,4,370,1,0,0,1,30,1,1500,2295,4,0,AS_NEW
1000,APARTMENT,DUPLEX,725000,4,160,1,0,0,0,,0,,,2,1,AS_NEW
3212,HOUSE,HOUSE,350000,3,177,1,0,0,0,,1,522,756,3,0,JUST_RENOVATED
1000,HOUSE,HOUSE,399000,3,180,1,0,0,1,36,1,36,75,2,0,TO_RENOVATE
1861,APARTMENT,APARTMENT,320000,3,118,1,0,0,1,5,0,,,3,0,GOOD
2830,HOUSE,HOUSE,475000,4,190,1,0,0,1,,1,,2790,4,0,TO_RENOVATE
7090,APARTMENT,DUPLEX,265000,3,150,1,0,0,0,,0,,,3,0,AS_NEW
3700,APARTMENT,APARTMENT,995000,2,300,1,0,0,1,20,0,,,,0,AS_NEW
1982,APARTMENT,APARTMENT,495000,3,242,1,0,0,1,27,0,,,,0,AS_NEW
8900,APARTMENT,APARTMENT,330000,2,113,1,0,0,1,6,0,,,,0,AS_NEW
8500,APARTMENT,APARTMENT,301000,2,98,1,0,0,1,14,0,,,2,0,
6230,APARTMENT,APARTMENT,155000,1,65,1,0,0,1,8,0,,,4,0,AS_NEW
1000,APARTMENT,LOFT,790000,2,335,1,0,0,0,,0,,,4,0,AS_NEW
1140,HOUSE,APARTMENT_BLOCK,790000,2,490,1,0,0,1,18,0,,343,2,0,GOOD
9820,APARTMENT,APARTMENT,235775,1,70,0,0,0,1,11,0,,,,0,
9750,HOUSE,HOUSE,235000,4,150,0,0,0,0,,0,,275,2,0,
9300,APARTMENT,APARTMENT,245000,2,125,0,0,0,1,5,0,,,,0,
4100,APARTMENT,APARTMENT,385000,3,121,1,0,0,1,20,0,,,2,0,AS_NEW
2960,HOUSE,VILLA,599000,5,363,1,0,0,1,21,1,1780,1230,,0,GOOD
4430,APARTMENT,APARTMENT,169000,4,190,1,0,0,1,44,1,94,,3,0,TO_BE_DONE_UP
8980,HOUSE,HOUSE,359000,3,123,0,0,0,1,,1,,1739,,0,TO_BE_DONE_UP
3300,APARTMENT,APARTMENT,350000,5,,0,0,0,1,,0,,,,0,GOOD
8620,APARTMENT,DUPLEX,595000,4,155,1,0,0,0,,0,,,4,0,GOOD
6560,HOUSE,HOUSE,220000,4,250,0,0,0,0,,0,,2500,4,0,TO_RENOVATE
4141,APARTMENT,APARTMENT,299000,2,188,1,0,0,1,12,0,,,2,0,GOOD
8400,HOUSE,HOUSE,269000,2,175,0,0,0,0,,0,,139,2,0,
8670,APARTMENT,APARTMENT,775000,2,115,1,0,0,1,76,0,,,,0,AS_NEW
7134,HOUSE,HOUSE,135000,2,106,1,0,0,1,25,1,500,570,3,0,GOOD
6000,APARTMENT,APARTMENT,100000,2,81,1,0,0,1,16,0,,,2,0,GOOD
8000,APARTMENT,FLAT_STUDIO,119000,1,,1,0,0,0,,0,,,2,0,
4130,HOUSE,HOUSE,499000,4,200,1,0,0,1,,1,1500,8400,4,0,GOOD
1070,HOUSE,TOWN_HOUSE,369000,2,145,1,0,0,1,17,0,,148,2,0,GOOD
9000,APARTMENT,APARTMENT,365940,2,87,1,0,0,1,10,0,,,,0,AS_NEW
1400,APARTMENT,APARTMENT,170000,1,71,1,0,0,1,28,0,,,3,0,GOOD
6840,HOUSE,HOUSE,295000,3,,1,0,0,1,25,0,,525,4,0,AS_NEW
1180,APARTMENT,DUPLEX,350000,2,130,1,0,0,0,,0,,,2,0,TO_BE_DONE_UP
9000,HOUSE,HOUSE,625000,4,247,1,0,0,0,,0,,84,3,0,GOOD
9000,HOUSE,MANSION,975000,4,520,0,0,0,1,,1,,168,,0,
4880,HOUSE,VILLA,399000,4,226,1,0,0,1,,1,726,877,,0,GOOD
9404,HOUSE,HOUSE,349000,4,225,1,0,0,0,,1,,368,,0,
1030,APARTMENT,APARTMENT,375000,2,124,1,0,0,1,7,0,,,2,0,GOOD
